names,links,category,filename
Jane Dieulafoy,https://en.wikipedia.org/wiki/Jane_Dieulafoy,List_of_French_women_writers,./HTML/Women/Jane_Dieulafoy.html
Geneviève Dormann,https://en.wikipedia.org/wiki/Genevi%C3%A8ve_Dormann,List_of_French_women_writers,./HTML/Women/Genevi%C3%A8ve_Dormann.html
Charlotte Dubreuil,https://en.wikipedia.org/wiki/Charlotte_Dubreuil,List_of_French_women_writers,./HTML/Women/Charlotte_Dubreuil.html
Annie Ernaux,https://en.wikipedia.org/wiki/Annie_Ernaux,List_of_French_women_writers,./HTML/Women/Annie_Ernaux.html
Geneviève Fauconnier,https://en.wikipedia.org/wiki/Genevi%C3%A8ve_Fauconnier,List_of_French_women_writers,./HTML/Women/Genevi%C3%A8ve_Fauconnier.html
Amanda Filipacchi,https://en.wikipedia.org/wiki/Amanda_Filipacchi,List_of_French_women_writers,./HTML/Women/Amanda_Filipacchi.html
Zénaïde Fleuriot,https://en.wikipedia.org/wiki/Z%C3%A9na%C3%AFde_Fleuriot,List_of_French_women_writers,./HTML/Women/Z%C3%A9na%C3%AFde_Fleuriot.html
Brigitte Fontaine,https://en.wikipedia.org/wiki/Brigitte_Fontaine,List_of_French_women_writers,./HTML/Women/Brigitte_Fontaine.html
Viviane Forrester,https://en.wikipedia.org/wiki/Viviane_Forrester,List_of_French_women_writers,./HTML/Women/Viviane_Forrester.html
Jocelyne François,https://en.wikipedia.org/wiki/Jocelyne_Fran%C3%A7ois,List_of_French_women_writers,./HTML/Women/Jocelyne_Fran%C3%A7ois.html
Jeanne Galzy,https://en.wikipedia.org/wiki/Jeanne_Galzy,List_of_French_women_writers,./HTML/Women/Jeanne_Galzy.html
Anne-Marie Garat,https://en.wikipedia.org/wiki/Anne-Marie_Garat,List_of_French_women_writers,./HTML/Women/Anne-Marie_Garat.html
Anne F. Garréta,https://en.wikipedia.org/wiki/Anne_F._Garr%C3%A9ta,List_of_French_women_writers,./HTML/Women/Anne_F._Garr%C3%A9ta.html
Judith Gautier,https://en.wikipedia.org/wiki/Judith_Gautier,List_of_French_women_writers,./HTML/Women/Judith_Gautier.html
Anna Gavalda,https://en.wikipedia.org/wiki/Anna_Gavalda,List_of_French_women_writers,./HTML/Women/Anna_Gavalda.html
Sophie Gay,https://en.wikipedia.org/wiki/Sophie_Gay,List_of_French_women_writers,./HTML/Women/Sophie_Gay.html
Rosemonde Gérard,https://en.wikipedia.org/wiki/Rosemonde_G%C3%A9rard,List_of_French_women_writers,./HTML/Women/Rosemonde_G%C3%A9rard.html
Sylvie Germain,https://en.wikipedia.org/wiki/Sylvie_Germain,List_of_French_women_writers,./HTML/Women/Sylvie_Germain.html
Anne Golon,https://en.wikipedia.org/wiki/Anne_Golon,List_of_French_women_writers,./HTML/Women/Anne_Golon.html
Mélanie Gouby,https://en.wikipedia.org/wiki/M%C3%A9lanie_Gouby,List_of_French_women_writers,./HTML/Women/M%C3%A9lanie_Gouby.html
Henry Gréville,https://en.wikipedia.org/wiki/Henry_Gr%C3%A9ville,List_of_French_women_writers,./HTML/Women/Henry_Gr%C3%A9ville.html
Benoîte Groult,https://en.wikipedia.org/wiki/Beno%C3%AEte_Groult,List_of_French_women_writers,./HTML/Women/Beno%C3%AEte_Groult.html
Mireille Havet,https://en.wikipedia.org/wiki/Mireille_Havet,List_of_French_women_writers,./HTML/Women/Mireille_Havet.html
Nathalie Henneberg,https://en.wikipedia.org/wiki/Nathalie_Henneberg,List_of_French_women_writers,./HTML/Women/Nathalie_Henneberg.html
Gaëlle Josse,https://en.wikipedia.org/wiki/Ga%C3%ABlle_Josse,List_of_French_women_writers,./HTML/Women/Ga%C3%ABlle_Josse.html
Fabienne Kanor,https://en.wikipedia.org/wiki/Fabienne_Kanor,List_of_French_women_writers,./HTML/Women/Fabienne_Kanor.html
Jeanne Lapauze,https://en.wikipedia.org/wiki/Jeanne_Lapauze,List_of_French_women_writers,./HTML/Women/Jeanne_Lapauze.html
Linda Lê,https://en.wikipedia.org/wiki/Linda_L%C3%AA,List_of_French_women_writers,./HTML/Women/Linda_L%C3%AA.html
Violette Leduc,https://en.wikipedia.org/wiki/Violette_Leduc,List_of_French_women_writers,./HTML/Women/Violette_Leduc.html
Jeanne Marni,https://en.wikipedia.org/wiki/Jeanne_Marni,List_of_French_women_writers,./HTML/Women/Jeanne_Marni.html
Agnès Martin-Lugand,https://en.wikipedia.org/wiki/Agn%C3%A8s_Martin-Lugand,List_of_French_women_writers,./HTML/Women/Agn%C3%A8s_Martin-Lugand.html
Sophie Massieu,https://en.wikipedia.org/wiki/Sophie_Massieu,List_of_French_women_writers,./HTML/Women/Sophie_Massieu.html
Renée Massip,https://en.wikipedia.org/wiki/Ren%C3%A9e_Massip,List_of_French_women_writers,./HTML/Women/Ren%C3%A9e_Massip.html
Christine Messiant,https://en.wikipedia.org/wiki/Christine_Messiant,List_of_French_women_writers,./HTML/Women/Christine_Messiant.html
Natacha Michel,https://en.wikipedia.org/wiki/Natacha_Michel,List_of_French_women_writers,./HTML/Women/Natacha_Michel.html
Kenizé Mourad,https://en.wikipedia.org/wiki/Keniz%C3%A9_Mourad,List_of_French_women_writers,./HTML/Women/Keniz%C3%A9_Mourad.html
Marie NDiaye,https://en.wikipedia.org/wiki/Marie_NDiaye,List_of_French_women_writers,./HTML/Women/Marie_NDiaye.html
Florence Noiville,https://en.wikipedia.org/wiki/Florence_Noiville,List_of_French_women_writers,./HTML/Women/Florence_Noiville.html
Mona Ozouf,https://en.wikipedia.org/wiki/Mona_Ozouf,List_of_French_women_writers,./HTML/Women/Mona_Ozouf.html
Katherine Pancol,https://en.wikipedia.org/wiki/Katherine_Pancol,List_of_French_women_writers,./HTML/Women/Katherine_Pancol.html
Anne Plichota,https://en.wikipedia.org/wiki/Anne_Plichota,List_of_French_women_writers,./HTML/Women/Anne_Plichota.html
Marie Redonnet,https://en.wikipedia.org/wiki/Marie_Redonnet,List_of_French_women_writers,./HTML/Women/Marie_Redonnet.html
Christine Renard,https://en.wikipedia.org/wiki/Christine_Renard,List_of_French_women_writers,./HTML/Women/Christine_Renard.html
Yasmina Reza,https://en.wikipedia.org/wiki/Yasmina_Reza,List_of_French_women_writers,./HTML/Women/Yasmina_Reza.html
Marie Jeanne Riccoboni,https://en.wikipedia.org/wiki/Marie_Jeanne_Riccoboni,List_of_French_women_writers,./HTML/Women/Marie_Jeanne_Riccoboni.html
Catherine Rihoit,https://en.wikipedia.org/wiki/Catherine_Rihoit,List_of_French_women_writers,./HTML/Women/Catherine_Rihoit.html
Nina Roberts,https://en.wikipedia.org/wiki/Nina_Roberts,List_of_French_women_writers,./HTML/Women/Nina_Roberts.html
Françoise Sagan,https://en.wikipedia.org/wiki/Fran%C3%A7oise_Sagan,List_of_French_women_writers,./HTML/Women/Fran%C3%A7oise_Sagan.html
Nathalie Sarraute,https://en.wikipedia.org/wiki/Nathalie_Sarraute,List_of_French_women_writers,./HTML/Women/Nathalie_Sarraute.html
Albertine Sarrazin,https://en.wikipedia.org/wiki/Albertine_Sarrazin,List_of_French_women_writers,./HTML/Women/Albertine_Sarrazin.html
Ann Scott,https://en.wikipedia.org/wiki/Ann_Scott,List_of_French_women_writers,./HTML/Women/Ann_Scott.html
Shan Sa,https://en.wikipedia.org/wiki/Shan_Sa,List_of_French_women_writers,./HTML/Women/Shan_Sa.html
Louise Swanton Belloc,https://en.wikipedia.org/wiki/Louise_Swanton_Belloc,List_of_French_women_writers,./HTML/Women/Louise_Swanton_Belloc.html
Valerie Toranian,https://en.wikipedia.org/wiki/Valerie_Toranian,List_of_French_women_writers,./HTML/Women/Valerie_Toranian.html
Flora Tristan,https://en.wikipedia.org/wiki/Flora_Tristan,List_of_French_women_writers,./HTML/Women/Flora_Tristan.html
Anne Wiazemsky,https://en.wikipedia.org/wiki/Anne_Wiazemsky,List_of_French_women_writers,./HTML/Women/Anne_Wiazemsky.html
Joëlle Wintrebert,https://en.wikipedia.org/wiki/Jo%C3%ABlle_Wintrebert,List_of_French_women_writers,./HTML/Women/Jo%C3%ABlle_Wintrebert.html
Léontine Zanta,https://en.wikipedia.org/wiki/L%C3%A9ontine_Zanta,List_of_French_women_writers,./HTML/Women/L%C3%A9ontine_Zanta.html
Elisabeth Augustin,https://en.wikipedia.org/wiki/Elisabeth_Augustin,List_of_German_women_writers,./HTML/Women/Elisabeth_Augustin.html
Ingrid Bachér,https://en.wikipedia.org/wiki/Ingrid_Bach%C3%A9r,List_of_German_women_writers,./HTML/Women/Ingrid_Bach%C3%A9r.html
Bertha Badt-Strauss,https://en.wikipedia.org/wiki/Bertha_Badt-Strauss,List_of_German_women_writers,./HTML/Women/Bertha_Badt-Strauss.html
Zsuzsa Bánk,https://en.wikipedia.org/wiki/Zsuzsa_B%C3%A1nk,List_of_German_women_writers,./HTML/Women/Zsuzsa_B%C3%A1nk.html
Gertrud Bäumer,https://en.wikipedia.org/wiki/Gertrud_B%C3%A4umer,List_of_German_women_writers,./HTML/Women/Gertrud_B%C3%A4umer.html
Sybille Bedford,https://en.wikipedia.org/wiki/Sybille_Bedford,List_of_German_women_writers,./HTML/Women/Sybille_Bedford.html
Maria Beig,https://en.wikipedia.org/wiki/Maria_Beig,List_of_German_women_writers,./HTML/Women/Maria_Beig.html
Margot Benary-Isbert,https://en.wikipedia.org/wiki/Margot_Benary-Isbert,List_of_German_women_writers,./HTML/Women/Margot_Benary-Isbert.html
Sibylle Berg,https://en.wikipedia.org/wiki/Sibylle_Berg,List_of_German_women_writers,./HTML/Women/Sibylle_Berg.html
Dörthe Binkert,https://en.wikipedia.org/wiki/D%C3%B6rthe_Binkert,List_of_German_women_writers,./HTML/Women/D%C3%B6rthe_Binkert.html
Charlotte Birch-Pfeiffer,https://en.wikipedia.org/wiki/Charlotte_Birch-Pfeiffer,List_of_German_women_writers,./HTML/Women/Charlotte_Birch-Pfeiffer.html
Anne Birk,https://en.wikipedia.org/wiki/Anne_Birk,List_of_German_women_writers,./HTML/Women/Anne_Birk.html
Helene Böhlau,https://en.wikipedia.org/wiki/Helene_B%C3%B6hlau,List_of_German_women_writers,./HTML/Women/Helene_B%C3%B6hlau.html
Margarete Böhme,https://en.wikipedia.org/wiki/Margarete_B%C3%B6hme,List_of_German_women_writers,./HTML/Women/Margarete_B%C3%B6hme.html
Vera Botterbusch,https://en.wikipedia.org/wiki/Vera_Botterbusch,List_of_German_women_writers,./HTML/Women/Vera_Botterbusch.html
Angelika Brandt,https://en.wikipedia.org/wiki/Angelika_Brandt,List_of_German_women_writers,./HTML/Women/Angelika_Brandt.html
Christine Brückner,https://en.wikipedia.org/wiki/Christine_Br%C3%BCckner,List_of_German_women_writers,./HTML/Women/Christine_Br%C3%BCckner.html
Traude Bührmann,https://en.wikipedia.org/wiki/Traude_B%C3%BChrmann,List_of_German_women_writers,./HTML/Women/Traude_B%C3%BChrmann.html
Elisabeth Castonier,https://en.wikipedia.org/wiki/Elisabeth_Castonier,List_of_German_women_writers,./HTML/Women/Elisabeth_Castonier.html
Utta Danella,https://en.wikipedia.org/wiki/Utta_Danella,List_of_German_women_writers,./HTML/Women/Utta_Danella.html
Gertrud David,https://en.wikipedia.org/wiki/Gertrud_David,List_of_German_women_writers,./HTML/Women/Gertrud_David.html
Marion Dönhoff,https://en.wikipedia.org/wiki/Marion_D%C3%B6nhoff,List_of_German_women_writers,./HTML/Women/Marion_D%C3%B6nhoff.html
Ingeborg Drewitz,https://en.wikipedia.org/wiki/Ingeborg_Drewitz,List_of_German_women_writers,./HTML/Women/Ingeborg_Drewitz.html
Karen Duve,https://en.wikipedia.org/wiki/Karen_Duve,List_of_German_women_writers,./HTML/Women/Karen_Duve.html
Margareta Ebner,https://en.wikipedia.org/wiki/Margareta_Ebner,List_of_German_women_writers,./HTML/Women/Margareta_Ebner.html
Gisela Elsner,https://en.wikipedia.org/wiki/Gisela_Elsner,List_of_German_women_writers,./HTML/Women/Gisela_Elsner.html
Helene von Engelhardt,https://en.wikipedia.org/wiki/Helene_von_Engelhardt,List_of_German_women_writers,./HTML/Women/Helene_von_Engelhardt.html
Aslı Erdoğan,https://en.wikipedia.org/wiki/Asl%C4%B1_Erdo%C4%9Fan,List_of_German_women_writers,./HTML/Women/Asl%C4%B1_Erdo%C4%9Fan.html
Jenny Erpenbeck,https://en.wikipedia.org/wiki/Jenny_Erpenbeck,List_of_German_women_writers,./HTML/Women/Jenny_Erpenbeck.html
Nataly von Eschstruth,https://en.wikipedia.org/wiki/Nataly_von_Eschstruth,List_of_German_women_writers,./HTML/Women/Nataly_von_Eschstruth.html
Julia Franck,https://en.wikipedia.org/wiki/Julia_Franck,List_of_German_women_writers,./HTML/Women/Julia_Franck.html
Louise von François,https://en.wikipedia.org/wiki/Louise_von_Fran%C3%A7ois,List_of_German_women_writers,./HTML/Women/Louise_von_Fran%C3%A7ois.html
Bella Fromm,https://en.wikipedia.org/wiki/Bella_Fromm,List_of_German_women_writers,./HTML/Women/Bella_Fromm.html
Cornelia Funke,https://en.wikipedia.org/wiki/Cornelia_Funke,List_of_German_women_writers,./HTML/Women/Cornelia_Funke.html
Miriam Gebhardt,https://en.wikipedia.org/wiki/Miriam_Gebhardt,List_of_German_women_writers,./HTML/Women/Miriam_Gebhardt.html
Doris Gercke,https://en.wikipedia.org/wiki/Doris_Gercke,List_of_German_women_writers,./HTML/Women/Doris_Gercke.html
Natalie Grams,https://en.wikipedia.org/wiki/Natalie_Grams,List_of_German_women_writers,./HTML/Women/Natalie_Grams.html
Thea von Harbou,https://en.wikipedia.org/wiki/Thea_von_Harbou,List_of_German_women_writers,./HTML/Women/Thea_von_Harbou.html
Petra Hartmann,https://en.wikipedia.org/wiki/Petra_Hartmann,List_of_German_women_writers,./HTML/Women/Petra_Hartmann.html
Judith Hermann,https://en.wikipedia.org/wiki/Judith_Hermann,List_of_German_women_writers,./HTML/Women/Judith_Hermann.html
Wilhelmine von Hillern,https://en.wikipedia.org/wiki/Wilhelmine_von_Hillern,List_of_German_women_writers,./HTML/Women/Wilhelmine_von_Hillern.html
Karla Höcker,https://en.wikipedia.org/wiki/Karla_H%C3%B6cker,List_of_German_women_writers,./HTML/Women/Karla_H%C3%B6cker.html
Barbara Honigmann,https://en.wikipedia.org/wiki/Barbara_Honigmann,List_of_German_women_writers,./HTML/Women/Barbara_Honigmann.html
Yadé Kara,https://en.wikipedia.org/wiki/Yad%C3%A9_Kara,List_of_German_women_writers,./HTML/Women/Yad%C3%A9_Kara.html
Judith Kerr,https://en.wikipedia.org/wiki/Judith_Kerr,List_of_German_women_writers,./HTML/Women/Judith_Kerr.html
Hedwig Kettler,https://en.wikipedia.org/wiki/Hedwig_Kettler,List_of_German_women_writers,./HTML/Women/Hedwig_Kettler.html
Irmgard Keun,https://en.wikipedia.org/wiki/Irmgard_Keun,List_of_German_women_writers,./HTML/Women/Irmgard_Keun.html
Johanna Kinkel,https://en.wikipedia.org/wiki/Johanna_Kinkel,List_of_German_women_writers,./HTML/Women/Johanna_Kinkel.html
Annette Kolb,https://en.wikipedia.org/wiki/Annette_Kolb,List_of_German_women_writers,./HTML/Women/Annette_Kolb.html
Clementine Krämer,https://en.wikipedia.org/wiki/Clementine_Kr%C3%A4mer,List_of_German_women_writers,./HTML/Women/Clementine_Kr%C3%A4mer.html
Ursula Krechel,https://en.wikipedia.org/wiki/Ursula_Krechel,List_of_German_women_writers,./HTML/Women/Ursula_Krechel.html
Vera Lachmann,https://en.wikipedia.org/wiki/Vera_Lachmann,List_of_German_women_writers,./HTML/Women/Vera_Lachmann.html
Ruth Landshoff,https://en.wikipedia.org/wiki/Ruth_Landshoff,List_of_German_women_writers,./HTML/Women/Ruth_Landshoff.html
Katja Lange-Müller,https://en.wikipedia.org/wiki/Katja_Lange-M%C3%BCller,List_of_German_women_writers,./HTML/Women/Katja_Lange-M%C3%BCller.html
Katerina Lemmel,https://en.wikipedia.org/wiki/Katerina_Lemmel,List_of_German_women_writers,./HTML/Women/Katerina_Lemmel.html
Ellen Lenneck,https://en.wikipedia.org/wiki/Ellen_Lenneck,List_of_German_women_writers,./HTML/Women/Ellen_Lenneck.html
Fanny Lewald,https://en.wikipedia.org/wiki/Fanny_Lewald,List_of_German_women_writers,./HTML/Women/Fanny_Lewald.html
Sonia Levitin,https://en.wikipedia.org/wiki/Sonia_Levitin,List_of_German_women_writers,./HTML/Women/Sonia_Levitin.html
Angela Litschev,https://en.wikipedia.org/wiki/Angela_Litschev,List_of_German_women_writers,./HTML/Women/Angela_Litschev.html
Cornelia Lüdecke,https://en.wikipedia.org/wiki/Cornelia_L%C3%BCdecke,List_of_German_women_writers,./HTML/Women/Cornelia_L%C3%BCdecke.html
Erika Mann,https://en.wikipedia.org/wiki/Erika_Mann,List_of_German_women_writers,./HTML/Women/Erika_Mann.html
E. Marlitt,https://en.wikipedia.org/wiki/E._Marlitt,List_of_German_women_writers,./HTML/Women/E._Marlitt.html
Monika Maron,https://en.wikipedia.org/wiki/Monika_Maron,List_of_German_women_writers,./HTML/Women/Monika_Maron.html
Malwida von Meysenbug,https://en.wikipedia.org/wiki/Malwida_von_Meysenbug,List_of_German_women_writers,./HTML/Women/Malwida_von_Meysenbug.html
Irmtraud Morgner,https://en.wikipedia.org/wiki/Irmtraud_Morgner,List_of_German_women_writers,./HTML/Women/Irmtraud_Morgner.html
Benedikte Naubert,https://en.wikipedia.org/wiki/Benedikte_Naubert,List_of_German_women_writers,./HTML/Women/Benedikte_Naubert.html
Ingrid Noll,https://en.wikipedia.org/wiki/Ingrid_Noll,List_of_German_women_writers,./HTML/Women/Ingrid_Noll.html
Peggy Parnass,https://en.wikipedia.org/wiki/Peggy_Parnass,List_of_German_women_writers,./HTML/Women/Peggy_Parnass.html
Annette Pehnt,https://en.wikipedia.org/wiki/Annette_Pehnt,List_of_German_women_writers,./HTML/Women/Annette_Pehnt.html
Karla Poewe,https://en.wikipedia.org/wiki/Karla_Poewe,List_of_German_women_writers,./HTML/Women/Karla_Poewe.html
Eva Gabriele Reichmann,https://en.wikipedia.org/wiki/Eva_Gabriele_Reichmann,List_of_German_women_writers,./HTML/Women/Eva_Gabriele_Reichmann.html
Brigitte Reimann,https://en.wikipedia.org/wiki/Brigitte_Reimann,List_of_German_women_writers,./HTML/Women/Brigitte_Reimann.html
Annemarie Reinhard,https://en.wikipedia.org/wiki/Annemarie_Reinhard,List_of_German_women_writers,./HTML/Women/Annemarie_Reinhard.html
Christa Reinig,https://en.wikipedia.org/wiki/Christa_Reinig,List_of_German_women_writers,./HTML/Women/Christa_Reinig.html
Gabriele Reuter,https://en.wikipedia.org/wiki/Gabriele_Reuter,List_of_German_women_writers,./HTML/Women/Gabriele_Reuter.html
Brigitte Riebe,https://en.wikipedia.org/wiki/Brigitte_Riebe,List_of_German_women_writers,./HTML/Women/Brigitte_Riebe.html
Luise Rinser,https://en.wikipedia.org/wiki/Luise_Rinser,List_of_German_women_writers,./HTML/Women/Luise_Rinser.html
Ruth Margarete Roellig,https://en.wikipedia.org/wiki/Ruth_Margarete_Roellig,List_of_German_women_writers,./HTML/Women/Ruth_Margarete_Roellig.html
Anna Rosmus,https://en.wikipedia.org/wiki/Anna_Rosmus,List_of_German_women_writers,./HTML/Women/Anna_Rosmus.html
Alice Rühle-Gerstel,https://en.wikipedia.org/wiki/Alice_R%C3%BChle-Gerstel,List_of_German_women_writers,./HTML/Women/Alice_R%C3%BChle-Gerstel.html
Rahel Sanzara,https://en.wikipedia.org/wiki/Rahel_Sanzara,List_of_German_women_writers,./HTML/Women/Rahel_Sanzara.html
Dorothea von Schlegel,https://en.wikipedia.org/wiki/Dorothea_von_Schlegel,List_of_German_women_writers,./HTML/Women/Dorothea_von_Schlegel.html
Amalie Schoppe,https://en.wikipedia.org/wiki/Amalie_Schoppe,List_of_German_women_writers,./HTML/Women/Amalie_Schoppe.html
Angelika Schrobsdorff,https://en.wikipedia.org/wiki/Angelika_Schrobsdorff,List_of_German_women_writers,./HTML/Women/Angelika_Schrobsdorff.html
Helga Schubert,https://en.wikipedia.org/wiki/Helga_Schubert,List_of_German_women_writers,./HTML/Women/Helga_Schubert.html
Sibylla Schwarz,https://en.wikipedia.org/wiki/Sibylla_Schwarz,List_of_German_women_writers,./HTML/Women/Sibylla_Schwarz.html
Angela Sommer-Bodenburg,https://en.wikipedia.org/wiki/Angela_Sommer-Bodenburg,List_of_German_women_writers,./HTML/Women/Angela_Sommer-Bodenburg.html
Charlotte von Stein,https://en.wikipedia.org/wiki/Charlotte_von_Stein,List_of_German_women_writers,./HTML/Women/Charlotte_von_Stein.html
Gisela Steineckert,https://en.wikipedia.org/wiki/Gisela_Steineckert,List_of_German_women_writers,./HTML/Women/Gisela_Steineckert.html
Eva Strittmatter,https://en.wikipedia.org/wiki/Eva_Strittmatter,List_of_German_women_writers,./HTML/Women/Eva_Strittmatter.html
Antje Rávic Strubel,https://en.wikipedia.org/wiki/Antje_R%C3%A1vic_Strubel,List_of_German_women_writers,./HTML/Women/Antje_R%C3%A1vic_Strubel.html
Karin Struck,https://en.wikipedia.org/wiki/Karin_Struck,List_of_German_women_writers,./HTML/Women/Karin_Struck.html
Fanny Tarnow,https://en.wikipedia.org/wiki/Fanny_Tarnow,List_of_German_women_writers,./HTML/Women/Fanny_Tarnow.html
Renata Thiele,https://en.wikipedia.org/wiki/Renata_Thiele,List_of_German_women_writers,./HTML/Women/Renata_Thiele.html
Dorothea Tieck,https://en.wikipedia.org/wiki/Dorothea_Tieck,List_of_German_women_writers,./HTML/Women/Dorothea_Tieck.html
Rahel Varnhagen,https://en.wikipedia.org/wiki/Rahel_Varnhagen,List_of_German_women_writers,./HTML/Women/Rahel_Varnhagen.html
Clara Viebig,https://en.wikipedia.org/wiki/Clara_Viebig,List_of_German_women_writers,./HTML/Women/Clara_Viebig.html
Helene Voigt-Diederichs,https://en.wikipedia.org/wiki/Helene_Voigt-Diederichs,List_of_German_women_writers,./HTML/Women/Helene_Voigt-Diederichs.html
Marianne Weber,https://en.wikipedia.org/wiki/Marianne_Weber,List_of_German_women_writers,./HTML/Women/Marianne_Weber.html
Anna Elisabet Weirauch,https://en.wikipedia.org/wiki/Anna_Elisabet_Weirauch,List_of_German_women_writers,./HTML/Women/Anna_Elisabet_Weirauch.html
Ottilie Wildermuth,https://en.wikipedia.org/wiki/Ottilie_Wildermuth,List_of_German_women_writers,./HTML/Women/Ottilie_Wildermuth.html
Gabriele Wohmann,https://en.wikipedia.org/wiki/Gabriele_Wohmann,List_of_German_women_writers,./HTML/Women/Gabriele_Wohmann.html
Christa Wolf,https://en.wikipedia.org/wiki/Christa_Wolf,List_of_German_women_writers,./HTML/Women/Christa_Wolf.html
Caroline von Wolzogen,https://en.wikipedia.org/wiki/Caroline_von_Wolzogen,List_of_German_women_writers,./HTML/Women/Caroline_von_Wolzogen.html
Mathilde Wurm,https://en.wikipedia.org/wiki/Mathilde_Wurm,List_of_German_women_writers,./HTML/Women/Mathilde_Wurm.html
Juli Zeh,https://en.wikipedia.org/wiki/Juli_Zeh,List_of_German_women_writers,./HTML/Women/Juli_Zeh.html
Hedda Zinner,https://en.wikipedia.org/wiki/Hedda_Zinner,List_of_German_women_writers,./HTML/Women/Hedda_Zinner.html
Kathinka Zitz-Halein,https://en.wikipedia.org/wiki/Kathinka_Zitz-Halein,List_of_German_women_writers,./HTML/Women/Kathinka_Zitz-Halein.html
Ayesha Harruna Attah,https://en.wikipedia.org/wiki/Ayesha_Harruna_Attah,List_of_Ghanaian_women_writers,./HTML/Women/Ayesha_Harruna_Attah.html
Yaba Badoe,https://en.wikipedia.org/wiki/Yaba_Badoe,List_of_Ghanaian_women_writers,./HTML/Women/Yaba_Badoe.html
Elizabeth-Irene Baitie,https://en.wikipedia.org/wiki/Elizabeth-Irene_Baitie,List_of_Ghanaian_women_writers,./HTML/Women/Elizabeth-Irene_Baitie.html
Abena Busia,https://en.wikipedia.org/wiki/Abena_Busia,List_of_Ghanaian_women_writers,./HTML/Women/Abena_Busia.html
Gladys May Casely-Hayford,https://en.wikipedia.org/wiki/Gladys_May_Casely-Hayford,List_of_Ghanaian_women_writers,./HTML/Women/Gladys_May_Casely-Hayford.html
Mabel Dove Danquah,https://en.wikipedia.org/wiki/Mabel_Dove_Danquah,List_of_Ghanaian_women_writers,./HTML/Women/Mabel_Dove_Danquah.html
Meri Nana-Ama Danquah,https://en.wikipedia.org/wiki/Meri_Nana-Ama_Danquah,List_of_Ghanaian_women_writers,./HTML/Women/Meri_Nana-Ama_Danquah.html
Yaa Gyasi,https://en.wikipedia.org/wiki/Yaa_Gyasi,List_of_Ghanaian_women_writers,./HTML/Women/Yaa_Gyasi.html
Afua Hirsch,https://en.wikipedia.org/wiki/Afua_Hirsch,List_of_Ghanaian_women_writers,./HTML/Women/Afua_Hirsch.html
Lesley Lokko,https://en.wikipedia.org/wiki/Lesley_Lokko,List_of_Ghanaian_women_writers,./HTML/Women/Lesley_Lokko.html
Nana Oforiatta Ayim,https://en.wikipedia.org/wiki/Nana_Oforiatta_Ayim,List_of_Ghanaian_women_writers,./HTML/Women/Nana_Oforiatta_Ayim.html
Mercy Adoma Owusu-Nimoh,https://en.wikipedia.org/wiki/Mercy_Adoma_Owusu-Nimoh,List_of_Ghanaian_women_writers,./HTML/Women/Mercy_Adoma_Owusu-Nimoh.html
Taiye Selasi,https://en.wikipedia.org/wiki/Taiye_Selasi,List_of_Ghanaian_women_writers,./HTML/Women/Taiye_Selasi.html
Esi Sutherland-Addy,https://en.wikipedia.org/wiki/Esi_Sutherland-Addy,List_of_Ghanaian_women_writers,./HTML/Women/Esi_Sutherland-Addy.html
Aganice Ainianos,https://en.wikipedia.org/wiki/Aganice_Ainianos,List_of_Greek_women_writers,./HTML/Women/Aganice_Ainianos.html
Elli Alexiou,https://en.wikipedia.org/wiki/Elli_Alexiou,List_of_Greek_women_writers,./HTML/Women/Elli_Alexiou.html
Loula Anagnostaki,https://en.wikipedia.org/wiki/Loula_Anagnostaki,List_of_Greek_women_writers,./HTML/Women/Loula_Anagnostaki.html
Marie Aspioti,https://en.wikipedia.org/wiki/Marie_Aspioti,List_of_Greek_women_writers,./HTML/Women/Marie_Aspioti.html
Emilia Dafni,https://en.wikipedia.org/wiki/Emilia_Dafni,List_of_Greek_women_writers,./HTML/Women/Emilia_Dafni.html
Penelope Delta,https://en.wikipedia.org/wiki/Penelope_Delta,List_of_Greek_women_writers,./HTML/Women/Penelope_Delta.html
Constance Dima,https://en.wikipedia.org/wiki/Constance_Dima,List_of_Greek_women_writers,./HTML/Women/Constance_Dima.html
Kiki Dimoula,https://en.wikipedia.org/wiki/Kiki_Dimoula,List_of_Greek_women_writers,./HTML/Women/Kiki_Dimoula.html
Maro Douka,https://en.wikipedia.org/wiki/Maro_Douka,List_of_Greek_women_writers,./HTML/Women/Maro_Douka.html
Justine Frangouli-Argyris,https://en.wikipedia.org/wiki/Justine_Frangouli-Argyris,List_of_Greek_women_writers,./HTML/Women/Justine_Frangouli-Argyris.html
Rhea Galanaki,https://en.wikipedia.org/wiki/Rhea_Galanaki,List_of_Greek_women_writers,./HTML/Women/Rhea_Galanaki.html
Tatiana Gritsi-Milliex,https://en.wikipedia.org/wiki/Tatiana_Gritsi-Milliex,List_of_Greek_women_writers,./HTML/Women/Tatiana_Gritsi-Milliex.html
Arianna Huffington,https://en.wikipedia.org/wiki/Arianna_Huffington,List_of_Greek_women_writers,./HTML/Women/Arianna_Huffington.html
Margarita Karapanou,https://en.wikipedia.org/wiki/Margarita_Karapanou,List_of_Greek_women_writers,./HTML/Women/Margarita_Karapanou.html
Ioanna Karystiani,https://en.wikipedia.org/wiki/Ioanna_Karystiani,List_of_Greek_women_writers,./HTML/Women/Ioanna_Karystiani.html
