names,links,category,profile_path
Taslima Nasrin,https://en.wikipedia.org/wiki/Taslima_Nasrin,no file,./Women_Profiles/Taslima_Nasrin
Erma Bombeck,https://en.wikipedia.org/wiki/Erma_Bombeck,no file,./Women_Profiles/Erma_Bombeck
Cressida Dick,https://en.wikipedia.org/wiki/Cressida_Dick,no file,./Women_Profiles/Cressida_Dick
Thuli Madonsela,https://en.wikipedia.org/wiki/Thuli_Madonsela,no file,./Women_Profiles/Thuli_Madonsela
Angelina Jolie,https://en.wikipedia.org/wiki/Angelina_Jolie,no file,./Women_Profiles/Angelina_Jolie
Catherine Cook,https://en.wikipedia.org/wiki/Catherine_Cookson,no file,./Women_Profiles/Catherine_Cook
Jane Goodall,https://en.wikipedia.org/wiki/Jane_Goodall,no file,./Women_Profiles/Jane_Goodall
Harriet Chalmers Adams,https://en.wikipedia.org/wiki/Harriet_Chalmers_Adams,no file,./Women_Profiles/Harriet_Chalmers_Adams
Martha Beck,https://en.wikipedia.org/wiki/Martha_Beck,no file,./Women_Profiles/Martha_Beck
Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton,no file,./Women_Profiles/Hillary_Clinton
Tara Mohr,https://en.wikipedia.org/wiki/Tara_Moore,no file,./Women_Profiles/Tara_Mohr
Ellen Page,https://en.wikipedia.org/wiki/Ellen_Page,no file,./Women_Profiles/Ellen_Page
Frances Perkins,https://en.wikipedia.org/wiki/Frances_Perkins,no file,./Women_Profiles/Frances_Perkins
Millicent Fawcett,https://en.wikipedia.org/wiki/Millicent_Fawcett,no file,./Women_Profiles/Millicent_Fawcett
Elaine Showalter,https://en.wikipedia.org/wiki/Elaine_Showalter,no file,./Women_Profiles/Elaine_Showalter
Billie Holiday,https://en.wikipedia.org/wiki/Billie_Holiday,no file,./Women_Profiles/Billie_Holiday
Nancy Wake,https://en.wikipedia.org/wiki/Nancy_Wake,no file,./Women_Profiles/Nancy_Wake
Virginia Woolf,https://en.wikipedia.org/wiki/Virginia_Woolf,no file,./Women_Profiles/Virginia_Woolf
Ruth Reichl,https://en.wikipedia.org/wiki/Ruth_Reichl,no file,./Women_Profiles/Ruth_Reichl
Ariel Winter,https://en.wikipedia.org/wiki/Ariel_Winter,no file,./Women_Profiles/Ariel_Winter
Ella Fitzgerald,https://en.wikipedia.org/wiki/Ella_Fitzgerald,no file,./Women_Profiles/Ella_Fitzgerald
Kelly Manthey,https://en.wikipedia.org/wiki/Kelly_Mantle,no file,./Women_Profiles/Kelly_Manthey
Jackie Joyner-Kersee,https://en.wikipedia.org/wiki/Jackie_Joyner-Kersee,no file,./Women_Profiles/Jackie_Joyner-Kersee
Susan B. Anthony,https://en.wikipedia.org/wiki/Susan_B._Anthony,no file,./Women_Profiles/Susan_B._Anthony
Ellen DeGeneres,https://en.wikipedia.org/wiki/Ellen_DeGeneres,no file,./Women_Profiles/Ellen_DeGeneres
Angela Davis,https://en.wikipedia.org/wiki/Angela_Davis,no file,./Women_Profiles/Angela_Davis
Helen Thayer,https://en.wikipedia.org/wiki/Helen_Thayer,no file,./Women_Profiles/Helen_Thayer
Billie Jean King,https://en.wikipedia.org/wiki/Billie_Jean_King,no file,./Women_Profiles/Billie_Jean_King
Coco Chanel,https://en.wikipedia.org/wiki/Coco_Chanel,no file,./Women_Profiles/Coco_Chanel
Nico,https://en.wikipedia.org/wiki/Nico,no file,./Women_Profiles/Nico
Molly Stevens,https://en.wikipedia.org/wiki/Molly_Stevens,no file,./Women_Profiles/Molly_Stevens
Lise Meitner,https://en.wikipedia.org/wiki/Lise_Meitner,no file,./Women_Profiles/Lise_Meitner
Susan Solomon,https://en.wikipedia.org/wiki/Susan_Solomon,no file,./Women_Profiles/Susan_Solomon
Sheryl Sandberg,https://en.wikipedia.org/wiki/Sheryl_Sandberg,no file,./Women_Profiles/Sheryl_Sandberg
Sara Blakely,https://en.wikipedia.org/wiki/Sara_Blakely,no file,./Women_Profiles/Sara_Blakely
Jodie Foster,https://en.wikipedia.org/wiki/Jodie_Foster,no file,./Women_Profiles/Jodie_Foster
Sheila Van Damm,https://en.wikipedia.org/wiki/Sheila_van_Damm,no file,./Women_Profiles/Sheila_Van_Damm
Katharine Graham,https://en.wikipedia.org/wiki/Katharine_Graham,no file,./Women_Profiles/Katharine_Graham
Steffi Graf,https://en.wikipedia.org/wiki/Steffi_Graf,no file,./Women_Profiles/Steffi_Graf
Rosalind Russell,https://en.wikipedia.org/wiki/Rosalind_Russell,no file,./Women_Profiles/Rosalind_Russell
Michelle Obama,https://en.wikipedia.org/wiki/Michelle_Obama,no file,./Women_Profiles/Michelle_Obama
Sallie Krawcheck,https://en.wikipedia.org/wiki/Sallie_Krawcheck,no file,./Women_Profiles/Sallie_Krawcheck
Samantha Ettus,https://en.wikipedia.org/wiki/Samantha_Ettus,no file,./Women_Profiles/Samantha_Ettus
Meryl Streep,https://en.wikipedia.org/wiki/Meryl_Streep,no file,./Women_Profiles/Meryl_Streep
Beryl Markham,https://en.wikipedia.org/wiki/Beryl_Markham,no file,./Women_Profiles/Beryl_Markham
Venus Williams,https://en.wikipedia.org/wiki/Venus_Williams,no file,./Women_Profiles/Venus_Williams
Marilyn French,https://en.wikipedia.org/wiki/Marilyn_French,no file,./Women_Profiles/Marilyn_French
Ann Richards,https://en.wikipedia.org/wiki/Ann_Richards,no file,./Women_Profiles/Ann_Richards
Golda Meir,https://en.wikipedia.org/wiki/Golda_Meir,no file,./Women_Profiles/Golda_Meir
Kate Moss,https://en.wikipedia.org/wiki/Kate_Moss,no file,./Women_Profiles/Kate_Moss
Edith Wharton,https://en.wikipedia.org/wiki/Edith_Wharton,no file,./Women_Profiles/Edith_Wharton
Gertrude Ederle,https://en.wikipedia.org/wiki/Gertrude_Ederle,no file,./Women_Profiles/Gertrude_Ederle
Liz Lange,https://en.wikipedia.org/wiki/Liz_Lange,no file,./Women_Profiles/Liz_Lange
Pink,https://en.wikipedia.org/wiki/Pink_%28singer%29,no file,./Women_Profiles/Pink
Tyra Banks,https://en.wikipedia.org/wiki/Tyra_Banks,no file,./Women_Profiles/Tyra_Banks
Ginni Rometty,https://en.wikipedia.org/wiki/Ginni_Rometty,no file,./Women_Profiles/Ginni_Rometty
Lil' Kim,https://en.wikipedia.org/wiki/Lil%27_Kim,no file,./Women_Profiles/Lil'_Kim
Kelly Holmes,https://en.wikipedia.org/wiki/Kelly_Holmes,no file,./Women_Profiles/Kelly_Holmes
Marissa Mayer,https://en.wikipedia.org/wiki/Marissa_Mayer,no file,./Women_Profiles/Marissa_Mayer
Diane Abbott,https://en.wikipedia.org/wiki/Diane_Abbott,no file,./Women_Profiles/Diane_Abbott
Christine de Pizan,https://en.wikipedia.org/wiki/Christine_de_Pizan,no file,./Women_Profiles/Christine_de_Pizan
Simone de Beauvoir,https://en.wikipedia.org/wiki/Simone_de_Beauvoir,no file,./Women_Profiles/Simone_de_Beauvoir
Cher,https://en.wikipedia.org/wiki/Cher,no file,./Women_Profiles/Cher
Sally Ride,https://en.wikipedia.org/wiki/Sally_Ride,no file,./Women_Profiles/Sally_Ride
Rosalind Brewer,https://en.wikipedia.org/wiki/Rosalind_Brewer,no file,./Women_Profiles/Rosalind_Brewer
Dorothy Lawrence,https://en.wikipedia.org/wiki/Dorothy_Lawrence,no file,./Women_Profiles/Dorothy_Lawrence
Germaine Greer,https://en.wikipedia.org/wiki/Germaine_Greer,no file,./Women_Profiles/Germaine_Greer
Doreen Lawrence,https://en.wikipedia.org/wiki/Doreen_Lawrence,no file,./Women_Profiles/Doreen_Lawrence
Ashley Rickards,https://en.wikipedia.org/wiki/Ashley_Rickards,no file,./Women_Profiles/Ashley_Rickards
Diane Sawyer,https://en.wikipedia.org/wiki/Diane_Sawyer,no file,./Women_Profiles/Diane_Sawyer
Edith Cowan,https://en.wikipedia.org/wiki/Edith_Cowan,no file,./Women_Profiles/Edith_Cowan
Rosalynn Carter,https://en.wikipedia.org/wiki/Rosalynn_Carter,no file,./Women_Profiles/Rosalynn_Carter
Grace Kelly,https://en.wikipedia.org/wiki/Grace_Kelly,no file,./Women_Profiles/Grace_Kelly
Pauli Murray,https://en.wikipedia.org/wiki/Pauli_Murray,no file,./Women_Profiles/Pauli_Murray
Ally Carter,https://en.wikipedia.org/wiki/Ally_Carter,no file,./Women_Profiles/Ally_Carter
Kate Gleason,https://en.wikipedia.org/wiki/Kate_Gleason,no file,./Women_Profiles/Kate_Gleason
Condoleezza Rice,https://en.wikipedia.org/wiki/Condoleezza_Rice,no file,./Women_Profiles/Condoleezza_Rice
Irena Sendler,https://en.wikipedia.org/wiki/Irena_Sendler,no file,./Women_Profiles/Irena_Sendler
Eileen Collins,https://en.wikipedia.org/wiki/Eileen_Collins,no file,./Women_Profiles/Eileen_Collins
Mary McLeod Bethune,https://en.wikipedia.org/wiki/Mary_McLeod_Bethune,no file,./Women_Profiles/Mary_McLeod_Bethune
Shirin Ebadi,https://en.wikipedia.org/wiki/Shirin_Ebadi,no file,./Women_Profiles/Shirin_Ebadi
Marge Piercy,https://en.wikipedia.org/wiki/Marge_Piercy,no file,./Women_Profiles/Marge_Piercy
Jacqueline Bisset,https://en.wikipedia.org/wiki/Jacqueline_Bisset,no file,./Women_Profiles/Jacqueline_Bisset
Onora O'Neill,https://en.wikipedia.org/wiki/Onora_O%27Neill,no file,./Women_Profiles/Onora_O'Neill
Mother Teresa,https://en.wikipedia.org/wiki/Mother_Teresa,no file,./Women_Profiles/Mother_Teresa
Rachel Zoe,https://en.wikipedia.org/wiki/Rachel_Zoe,no file,./Women_Profiles/Rachel_Zoe
Gwen Stefani,https://en.wikipedia.org/wiki/Gwen_Stefani,no file,./Women_Profiles/Gwen_Stefani
Charlotte Whitton,https://en.wikipedia.org/wiki/Charlotte_Whitton,no file,./Women_Profiles/Charlotte_Whitton
Julia Child,https://en.wikipedia.org/wiki/Julia_Child,no file,./Women_Profiles/Julia_Child
Rachel Maddow,https://en.wikipedia.org/wiki/Rachel_Maddow,no file,./Women_Profiles/Rachel_Maddow
Tracey Emin,https://en.wikipedia.org/wiki/Tracey_Emin,no file,./Women_Profiles/Tracey_Emin
Athene Donald,https://en.wikipedia.org/wiki/Athene_Donald,no file,./Women_Profiles/Athene_Donald
Julie Burchill,https://en.wikipedia.org/wiki/Julie_Burchill,no file,./Women_Profiles/Julie_Burchill
Estée Lauder,https://en.wikipedia.org/wiki/Est%C3%A9e_Lauder_(businesswoman),no file,./Women_Profiles/Estée_Lauder
Obiageli Ezekwesili,https://en.wikipedia.org/wiki/Obiageli_Ezekwesili,no file,./Women_Profiles/Obiageli_Ezekwesili
Angela Carter,https://en.wikipedia.org/wiki/Angela_Carter,no file,./Women_Profiles/Angela_Carter
Julie Andrews,https://en.wikipedia.org/wiki/Julie_Andrews,no file,./Women_Profiles/Julie_Andrews
Melinda Gates,https://en.wikipedia.org/wiki/Melinda_Gates,no file,./Women_Profiles/Melinda_Gates
Louise Hay,https://en.wikipedia.org/wiki/Louise_Hay,no file,./Women_Profiles/Louise_Hay
Kirsten Gillibrand,https://en.wikipedia.org/wiki/Kirsten_Gillibrand,no file,./Women_Profiles/Kirsten_Gillibrand
Noor Inayat Khan,https://en.wikipedia.org/wiki/Noor_Inayat_Khan,no file,./Women_Profiles/Noor_Inayat_Khan
Ada Lovelace,https://en.wikipedia.org/wiki/Ada_Lovelace,no file,./Women_Profiles/Ada_Lovelace
Irene Rosenfeld,https://en.wikipedia.org/wiki/Irene_Rosenfeld,no file,./Women_Profiles/Irene_Rosenfeld
Beatrix Potter,https://en.wikipedia.org/wiki/Beatrix_Potter,no file,./Women_Profiles/Beatrix_Potter
Florence Nightingale,https://en.wikipedia.org/wiki/Florence_Nightingale,no file,./Women_Profiles/Florence_Nightingale
Franny Armstrong,https://en.wikipedia.org/wiki/Franny_Armstrong,no file,./Women_Profiles/Franny_Armstrong
Marjane Satrapi,https://en.wikipedia.org/wiki/Marjane_Satrapi,no file,./Women_Profiles/Marjane_Satrapi
Hoda Kotb,https://en.wikipedia.org/wiki/Hoda_Kotb,no file,./Women_Profiles/Hoda_Kotb
Agatha Christie,https://en.wikipedia.org/wiki/Agatha_Christie,no file,./Women_Profiles/Agatha_Christie
Melissa Etheridge,https://en.wikipedia.org/wiki/Melissa_Etheridge,no file,./Women_Profiles/Melissa_Etheridge
Indira Gandhi,https://en.wikipedia.org/wiki/Indira_Gandhi,no file,./Women_Profiles/Indira_Gandhi
Emma Watson,https://en.wikipedia.org/wiki/Emma_Watson,no file,./Women_Profiles/Emma_Watson
Malala Yousafzai,https://en.wikipedia.org/wiki/Malala_Yousafzai,no file,./Women_Profiles/Malala_Yousafzai
Ellen Johnson Sirleaf,https://en.wikipedia.org/wiki/Ellen_Johnson_Sirleaf,no file,./Women_Profiles/Ellen_Johnson_Sirleaf
Evonne Goolagong Cawley,https://en.wikipedia.org/wiki/Evonne_Goolagong_Cawley,no file,./Women_Profiles/Evonne_Goolagong_Cawley
Ingrid Mattson,https://en.wikipedia.org/wiki/Ingrid_Mattson,no file,./Women_Profiles/Ingrid_Mattson
Rebecca West,https://en.wikipedia.org/wiki/Rebecca_West,no file,./Women_Profiles/Rebecca_West
Jasvinder Sanghera,https://en.wikipedia.org/wiki/Jasvinder_Sanghera,no file,./Women_Profiles/Jasvinder_Sanghera
Zainab Salbi,https://en.wikipedia.org/wiki/Zainab_Salbi,no file,./Women_Profiles/Zainab_Salbi
Harper Lee,https://en.wikipedia.org/wiki/Harper_Lee,no file,./Women_Profiles/Harper_Lee
Victoria Justice,https://en.wikipedia.org/wiki/Victoria_Justice,no file,./Women_Profiles/Victoria_Justice
Tory Burch,https://en.wikipedia.org/wiki/Tory_Burch,no file,./Women_Profiles/Tory_Burch
Vigdís Finnbogadóttir,https://en.wikipedia.org/wiki/Vigd%C3%ADs_Finnbogad%C3%B3ttir,no file,./Women_Profiles/Vigdís_Finnbogadóttir
Folorunsho Alakija,https://en.wikipedia.org/wiki/Folorunsho_Alakija,no file,./Women_Profiles/Folorunsho_Alakija
Beyoncé Knowles,https://en.wikipedia.org/wiki/Beyonc%C3%A9_Knowles,no file,./Women_Profiles/Beyoncé_Knowles
Georgia O'Keeffe,https://en.wikipedia.org/wiki/Georgia_O%27Keeffe,no file,./Women_Profiles/Georgia_O'Keeffe
Charlotte Cooper ,https://en.wikipedia.org//wiki/Charlotte_Cooper_(tennis),no file,./Women_Profiles/Charlotte_Cooper_
